ticker,cik
RYAAY,0001038683
HSPOU,0001946021
ACRpD,0001332551
NEEpN,0000753308
TALO,0001724965
TY,0000099614
ROSC,None
MLSS,0000855683
VGIT,0001021882
APUE,0001141819
PSCT,0001378872
DXLG,0000813298
PGRE,0001605607
OGN,0001821825
GYLD,None
BHF,0001685040
QOMOR,0001894210
KIMpL,0000879101
JRVR,0001620459
JGGC,0001857518
AGAE,0001708341
PWM,0001765850
MF,0001851682
ATS,0001394832
HRYU,0001911545
HFROpA,0001710680
TYGO,0001855447
WKC,0000789460
FEMB,0001424212
TRTX,0001630472
ODC,0000074046
SLB,0000087347
ISTB,0001100663
QYLD,0001432353
VUSB,None
SIFI,None
DUHP,0001816125
SLF,0001097362
TAL,0001499620
CPNG,0001834584
ECF,0000793040
CODIpC,0001345126
CERE,0001805387
QQQS,0001378872
CGO,0001285650
NIR,0001826671
BRK.A,0001067983
AREB,0001648087
NKX,0001195738
KNW,0001074828
GVP,0000944480
MEIP,0001262104
FMS,0001333141
SCVL,0000895447
SPTN,0000877422
LSTA,0000320017
NSIT,0000932696
BAFN,0001649739
ARP,None
SYT,0001946216
XRTX,0001729214
INDB,0000776901
VINC,0001796129
BRQS,0001650575
ADEA,0001803696
CLLS,0001627281
PET,0001842356
IMUX,0001280776
IDE,0001417802
BFIT,0001432353
PLAO,0001849737
PTBD,0001616668
SKYH.WS,0001823587
PSX,0001534701
GDHG,0001928340
XAIR,0001641631
YORW,0000108985
HYXF,0001100663
TDC,0000816761
DNOV,0001667919
CG,0001527166
DBEF,0001503123
LAKE,0000798081
UFPI,0000912767
TLF,0000909724
ESGR,0001363829
ADVM,0001501756
DWSH,0001408970
CDTX,0001610618
AMLP,0001414040
SVIIU,0001843477
SWZ,0000813623
BKDT,0001332349
BORR,0001715497
PSApH,0001393311
LATG,0001868269
BCpB,0000014930
CMREpB,0001503584
BAOS,0001811216
STKS,0001399520
RBOT.WS,0001812173
TV,0000912892
MOG.B,0000067887
DGLY,0001342958
SFL,0001289877
PRAX,0001689548
HIBS,0001424958
UUUU,0001385849
IDT,0001005731
CAG,0000023217
MOR,0001340243
HIGpG,0000874766
XELA,0001620179
PCYG,0000050471
AYTU,0001385818
TGLR,None
INVO,0001417926
ICCM,0001584371
FCUV,0001590418
TER,0000097210
FTXO,0001552740
EURN,0001604481
GGZ,0001585855
ISRL,0001915328
IMPL,0001445499
CPOP,0001807389
PT,0001716338
SHPW,0001784851
PBH,0001295947
SOUNW,0001840856
BFAC.U,0001880441
SPRB,0001683553
BDRX,0001643918
KTRA,0001498382
IRMD,0001325618
SPXU,0001174610
VRNS,0001361113
VNOM,0001602065
RAIN,0001724979
RVSB,0001041368
TTT,0001174610
ARL,0001102238
CUENW,0001424657
CLH,0000822818
CUBI,0001488813
HCMT,None
MTUM,0001100663
IHS,0001876183
UPRO,0001174610
ASRV,0000707605
CMA,0000028412
CIO,0001593222
APGE,0001974640
BLAC,0001840425
TSLA,0001318605
NHWK,0001476963
JTAIW,0001861622
HITI,0001847409
BHRpD,0001574085
OTLK,0001649989
FCUS,None
WVE,0001631574
HDUS,None
NERV,0001598646
AM,0001623925
NOMD,0001651717
BTOG,0001735556
COEP,0001759186
MORT,0001137360
FUNC,0000763907
GEN,0000849399
FDRV,0000945908
IGI,0001462586
FSR,0001720990
IDAT,0001100663
GSG,0001332174
LCAA,0001841024
FOSL,0000883569
TPOR,0001424958
DEHP,0001816125
TMPO,0001813658
EGO,0000918608
XDJL,0001415726
QLYS,0001107843
PEV,0001879848
ADPV,None
JPEM,0001485894
NLS,0001078207
VRSN,0001014473
CURE,0001424958
FSEP,0001667919
XRX,0001770450
FDHY,0000945908
DRN,0001040587
IMGN,0000855654
BSBK,0001787414
CTOpA,0000023795
PRF,0001209466
ZTR,0000836412
NFLY,None
GLUpB,0001282957
PEPL,0001873324
YCBD,0001644903
LXEH,0001814067
HCMAU,0001845368
INDY,0001100663
YCL,0001415311
MREO,0001719714
PFF,0001100663
XPEL,0001767258
UDIV,0001655589
DUKB,0001326160
BELFB,0000768411
PWR,0001050915
MATW,0000063296
IR,0001699150
DDI,0001799567
ANGL,0001137360
RFIL,0000740664
FF,0001337298
IXN,0001100663
KONG,None
RWO,0001168164
MITK,0000807863
GTLSpB,0000892553
FLC,0001245648
RBOT,0001812173
USBpS,0000036104
GVIP,0001479026
ZYME,0001937653
NVTA,0001501134
VRRM,0001682745
PSCC,0001378872
BLUE,0001293971
NTR,0001725964
SDS,0001898474
STT,0000093751
ACBAU,0001844389
ERJ,0001355444
BFSpE,0000907254
GRES,0001415995
BRACU,0001865120
MNST,0000865752
BUFQ,0001667919
GIM,0000828803
SSY,0000096793
LALT,0001667919
BEP,0001533232
NEON,0000087050
STPZ,0001450011
SPH,0001005210
NPABW,0001837929
PRCH,0001784535
RELL,0000355948
QRHC,0001442236
JOBY,0001819848
SRC,0001308606
FBIO,0001429260
FXD,0001125816
DIG,0001174610
VVPR,0001681348
BABA,0001577552
EWEB,0001432353
INCY,0000879169
FENG,0001509646
BIMI,0001213660
YPS,None
METCB,0001687187
EDU,0001372920
MRK,0000310158
MRUS,0001651311
EOS,0001308335
CRED,0001551950
SYK,0000310764
HCC,0001691303
LBC,0001475348
QRTEA,0001355096
LPRO,0001806201
RCpC,0001527590
KBH,0000795266
GNTX,0000355811
W,0001616707
CLOA,0001804196
OFLX,0001317945
TPL,0001811074
DHACU,0001864531
HEI.A,0000046619
WFCF,0001360565
FEUZ,0001510337
IVDAW,0001397183
CBSH,0000022356
FHB,0000036377
PAGS,0001712807
KWR,0000081362
QURE,0001590560
NRAC,0001831964
VRAX,0001885827
YALL,None
OPTN,0001494650
PHUN,0001665300
FCTR,0001329377
VLY,0000714310
AYX,0001689923
SMAP,0001863990
OBND,0001516212
ARWR,0000879407
PRFD,0001450011
FTIIW,0001889450
PUTD,None
QLC,0001491978
LFT,0001547546
ABRpE,0001253986
BACpO,0000070858
RBCAA,0000921557
CWEB,None
CE,0001306830
PSCM,0001696209
PID,0001209466
EVGR,0001900402
PRTH,0001653558
ATCOpD,0001794846
MTCH,0000891103
GHLD,0001821160
OCUP,0001228627
VOYA,0001535929
MLM,0000916076
FRXB.WS,0001840161
MRO,0000101778
NVACW,0001859807
REFI,0001867949
PZG,0001629210
REET,0001100663
ACI,0001646972
IJUL,0001415726
VTOL,0001525221
PWpA,0001532619
EZJ,0001174610
SNV,0000018349
BGC,0001094831
FTIIU,0001889450
JHMM,None
SPWR,0000867773
OUSA,0001414040
SNPS,0000883241
SEPA,0001849902
VTV,0000036405
WCCpA,0000929008
DBL,0001525201
SRpA,0001126956
DVN,0001090012
TBUX,None
BK,0001390777
UEIC,0000101984
VNM,0001137360
MANU,0001549107
AZPN,0001897982
DALN,0001413898
CZNC,0000810958
NEM,0001164727
RXI,0001100663
SANW,0001477246
COFpJ,0000927628
EVMT,0001595386
XPDBW,0001855474
GRPN,0001490281
MFUS,None
IMOM,None
GFL,0001780232
GDMA,None
DFLV,0001816125
ADTH,0001838672
BV,0001734713
ARIZU,0001882078
KERN,0001755953
TTE,0000879764
NAIL,None
LABU,None
MEDP,0001668397
WISH,0001822250
GEVO,0001392380
JUST,0001479026
HHGCW,0001822886
ASCAR,0001868775
PBP,0001209466
FBCG,0000945908
VVV,0001674910
TRX,0001173643
CRBU,0001619856
EBR.B,0001439124
BSMR,0001657201
PCY,0001378872
OXLCO,0001495222
IDU,0001100663
PAVMZ,0001624326
TOIIW,0001799191
JTAI,0001861622
CVCO,0000278166
IMMR,0001058811
LBTYA,0001570585
TOON,0001355848
AMBI.WS,0001937441
IMAQU,0001846235
BMN,0001832871
SCHV,0001454889
KFFB,0001297341
COFpI,0000927628
UDMY,0001607939
PSFM,0001616668
TCJH,0001938865
WOR,0000108516
LPG,0001596993
JSM,0001593538
VKI,0000908993
CCK,0001219601
QDROW,0001825962
SIXL,0001452937
SPRY,0001671858
JMOM,0001485894
JRS,0001158289
KGRO,0001547576
NBXG,0001843181
ASBpE,0000007789
BOE,0001320375
QLGN,0001460702
AMG,0001004434
GFOR,0001845459
IBDV,0001100663
LBTYB,0001570585
EEMO,0001378872
TOUR,0001597095
SILJ,None
DUETW,0001890671
FXNC,0000719402
EXPI,0001495932
LGND,0000886163
GRMN,0001121788
ABR,0001253986
IQSM,0001415995
PRIFpK,0001554625
BEEM,0001398805
AVA,0000104918
VTLE,0001528129
PHT,0001166258
PI,0001114995
MITAW,0001847440
LSGR,None
JANX,0001817713
NSPI,0001539639
THNQ,0001452937
PCGpI,0001004980
VHAQ,0001823857
INTA,0001565687
NYT,0000071691
TMFE,None
BYRE,0001572661
WAL,0001212545
TSL,0001689873
ECCW,0001604174
MMYT,0001495153
LULU,0001397187
JBK,0001284143
EWS,0000930667
GNW,0001276520
ROSEW,0001870129
BACpK,0000070858
RENT,0001468327
ELYM,0001768446
WMC,0001465885
SRCE,0000034782
BITC,None
ORIC,0001796280
AVGE,0001481714
SXI,0000310354
XXII,0001347858
QDEF,0001491978
IQI,0000885125
NOW,0001373715
FLDR,0001562565
AESC,0000874761
BBIP,0001485894
ASTE,0000792987
EWGS,0001100663
GLV,0001288795
AFGB,0001042046
BCH,0001161125
UCYB,0001174610
IFRA,0001100663
RFM,0001790177
QTJL,0001415726
FLTR,0001137360
PHVS,0001830487
TPIF,None
CTCX,0001842939
GAIN,0001321741
OXLC,0001495222
TUGN,0001776878
TMUS,0001283699
FRBNW,0001874495
ECCX,0001604174
ZBH,0001136869
GASS,0001328919
ABEQ,None
VUSE,0001540305
RFACU,0001847607
FCSH,0001849998
WU,0001365135
YOTA,0001907730
UONE,0001041657
GPC,0000040987
BMLpH,0000070858
PYPD,0001611842
PQDI,0001572661
FLGC,0001790169
HOTL,None
EEMD,0001753220
SIGA,0001010086
PDP,0001209466
EUDV,0001174610
FMF,0001549548
SPRC,0001611746
WANT,0001424958
ABG,0001144980
WALDW,0001840199
IGSB,0000893818
PIPR,0001230245
WTMAU,0001866226
AMPX.WS,0001899287
AOGOU,0001881741
ILPT,0001717307
GBNH,0001735948
MBTC,0001837344
ATHpB,0001527469
RMM,0001771226
BY,0001702750
SCM,0001551901
FLIA,0001655589
ELSE,0000351789
FMY,0001319183
SJ,0001753673
KD,0001867072
PFTAU,0001853580
LNC,0000059558
LANDM,0001495240
MKFG.WS,0001816613
OPGN,0001293818
BLDG,0001529390
ARKQ,0001697748
CWK,0001628369
DHCAW,0001838163
BTF,None
ONEV,0001064642
VLD.WS,0001825079
AKTS,0001584754
FDS,0001013237
FTCS,0001329377
EVR,0001360901
RHRX,None
GGG,0000042888
ATUS,0001702780
XFIN,0001852749
IHRT,0001400891
TRP,0001232384
UZD,0000821130
ACONW,0001635077
OPPX,0001547950
BHACW,0001851612
ADEX.U,0001830029
FICVU,0001855693
JD,0001549802
CLGN,0001631487
REXRpC,0001571283
BSJT,0001657201
INSI,0000030125
CROX,0001334036
MOND,0001828852
DALI,0001552740
SPXB,0001174610
QQXT,0001125816
EPM,0001006655
SND,0001529628
CMCAW,0001865248
PFG,0001126328
REI,0001384195
JUN.U,0001838814
KGRN,0001547576
ETIp,0001427437
EMAN,0001046995
IBTM,0001100663
ODVWW,None
IETC,0001524513
TECK,0000886986
LGL.WS,0000061004
INDV,0001625297
UFEB,0001415726
OCAX,0001820175
GHY,0001554697
LRMR,0001374690
BTBDW,0001718224
ZVRA,0001434647
OMGA,0001850838
BCAT,0001809541
BROS,0001866581
MCRB,0001609809
REBN,0001707910
YPF,0000904851
HEWU,0001100663
FRI,0001329377
WE,0001813756
SLN,0001479615
LARK,0001141688
PRNT,0001697748
UFAB,0001617669
LSEA,0001721386
ESGRO,0001363829
WERN,0000793074
KPLT,0001785424
ESTC,0001707753
HLIT,0000851310
ANAB,0001370053
VAL,0000314808
VXZ,0000312070
EOSEW,0001805077
TWOpB,0001465740
NFNT.WS,0001862327
BTTX,0001832415
BIAFW,0001712762
CBH,0001701809
ASHS,0001503123
LFMDP,0000948320
IDEV,0001100663
CONN,0001223389
SCHP,0001454889
HTGC,0001280784
AHTpI,0001232582
TUG,0001776878
SOUN,0001840856
DHX,0001393883
FLME,0001831481
AACT,0001853138
SELF,0001031235
NUE,0000073309
HIDV,None
HQY,0001428336
MNSBP,0001693577
MARXU,0001892922
CHRS,0001512762
IOAC,0001854275
WFRD,0001603923
ACR,0001332551
PCT,0001830033
TNPpF,0001166663
UXIN,0001729173
PFFA,0001559109
ALLG.WS,0001874474
MMTM,0001064642
COOK,0001857853
JOF,0000859796
VEGA,0001408970
GTY,0001052752
DUNEW,0001817232
PZZA,0000901491
IOACU,0001854275
CWAN,0001866368
MFIC,0001278752
ISSC,0000836690
OWLT,0001816708
PBR,0001119639
IBEX,0001720420
DFAU,0001816125
BRKHW,0001871638
XWEL,0001410428
LVOXW,0001723648
X,0001163302
AIRS,0001870940
XMPT,0001137360
ECON,0001696209
ZTAX,None
HTIBP,None
VB,0000036405
PHG,0000313216
GGN,0001313510
FA,0001210677
ICD,0001537028
BNGO,0001411690
NBR,0001163739
KYCHR,0001865701
CRDO,0001807794
DDL,0001854545
CHTR,0001091667
RLYB,0001739410
GMED,0001237831
EPD,0001061219
CVKD,0001937993
INBX,0001739614
HGTY,0001840776
ELA,0000701719
SMDD,0001174610
ETR,0000065984
AACT.U,0001853138
SPYV,0001064642
ULST,0001516212
TSN,0000100493
SKYW,0000793733
BFAC,0001880441
JMST,0001485894
CAPL,0001538849
PSNYW,0001884082
TATT,0000808439
SEIC,0000350894
MYO,0001369290
CP,0000016875
HFGO,0001501825
PGJ,0001209466
SSXU,None
AVAV,0001368622
PFGC,0001618673
VKTX,0001607678
XFIV,None
WTFCP,0001015328
WTAI,None
TCHP,None
SCKT,0000944075
PSFF,0001616668
BELFA,0000729580
TGAN,0001715768
BRY,0001705873
SPDN,0001424958
LDUR,0001450011
COE,0001659494
APPN,0001441683
CGA,0000857949
JULZ,0001776878
ABBV,0001551152
KW,0001408100
APIE,0001141819
JCE,0001385763
PSR,0001418144
AZTD,None
AUGT,None
DSWL,0000946936
BWFG,0001505732
CVLT,0001169561
EEV,0001174610
FXB,0001353611
EYE,0001710155
MSTR,0001050446
KEYpI,0000091576
FOVL,0001100663
CELU,0001752828
GHYB,0001479026
HSTO,0001383701
NUBIU,0001881551
WTMAR,0001866226
HIFS,0001729212
RLAY,0001812364
BLND,0001855747
ALTU,0001822366
IVOL,0001547576
GPAL,None
GSL,0001430725
TWLO,0001447669
FAZEW,0001839360
ZTEK,0001904501
EVN,0001074540
QGRW,None
BKAG,None
WVVIP,0000838875
MAT,0000063276
BGNE,0001651308
LGHLW,0001806524
IPXXU,0001970622
AGNCM,0001423689
STRL,0000874238
FDIS,0000945908
SGML,0001848309
CTOS,0001709682
SM,0000893538
XBOC,0001415726
NIMC,0001111711
QVMS,0001696209
JANZ,0001776878
PHM,0000822416
ODV,0001431852
DWCR,None
BATL,0001282648
ITOS,0001808865
CMT,0001026655
HWM,0000004281
EYPT,0001314102
BIBL,0001644419
AGOV,0001547950
NXP,0000883618
NARI,0001531048
KTTA,0001841330
DYLD,0001552947
EBTC,0001018399
BPTS,0001768946
GLTR,0001483386
GTACU,0001848821
PLYM,0001515816
BOOM,0000034067
BWB,0001341317
ZYXI,0000846475
MSCI,0001408198
USHY,0001100663
APRH,0001415726
BLD,0001633931
NWLG,0001635073
UJB,0001174610
SNES,0001680378
LL,0001396033
SPG,0001063761
IKNA,0001835579
PSP,0001209466
ORN,0001402829
KEUA,0001547576
RIGL,0001034842
NXC,0000885732
USFR,None
THWWW,0001712189
SRG,0001628063
CMG,0001058090
DIS,0001744489
FERG,0001832433
PTEU,0001616668
BKWO,None
ISVL,0001100663
RSBT,None
IRS.WS,0000933267
JCHI,0001485894
PSApO,0001393311
AVSC,0001481714
IHF,0001100663
VBK,0000102909
PGRU,0001873331
PM,0001413329
CANE,0001471824
RWODW,0001907223
SQNS,0001383395
QVCD,0001254699
NBN,0000060519
RSPS,None
FPAY,0001397047
RFL,0001713863
ARHS,0001875444
TEO,0000932470
SLAMU,0001838162
PLUR,0001158780
AVES,0001481714
AU,0001067428
PSFE,0001833835
AMAX,None
NEE,0000753308
PZC,0001181504
CEPU,0001717161
NCVpA,0001214935
BDRY,0001610940
OCFC,0001004702
NEOG,0000711377
AVDE,0001481714
IQDF,0001491978
CLFD,0000796505
TLTD,0001491978
XRAY,0000818479
FREEW,0001753706
NSA,0001618563
BRO,0000079282
HTpC,0001063344
IFBD,0001815566
RRAC.U,0001860879
BIPpB,0001406234
DQ,0001477641
LCAHU,0001844642
QWLD,0001168164
ALRM,0001459200
ORGN,0001802457
SVRA,0001160308
SCHI,0001454889
RCAC,0001874218
BTG,0001429937
THYF,None
GPI,0001031203
RPG,0001209466
VEGN,0001753220
TRCA.U,0001840353
IIIN,0000764401
KNTK,0001692787
SOPA,0001817511
GDYN,0001743725
SCHWpJ,0000316709
SIXS,0001452937
JXJT,0001546383
SILC,0000916793
ERX,None
CSLR,0001838987
OCS,0001953530
TALS,0001827506
OVB,0001776878
AFB,0001162027
MDB,0001441816
VSCO,0001856437
HUDA,0001853047
OPTT,0001378140
RFMZ,0001817159
ESS,0000920522
ATNI,0000879585
MDYV,0001064642
HCDI,0001784567
VLYPO,0000714310
CCU,0000888746
XPND,0001667919
ECX,0001861974
CEAD,0001482541
TLK,0001001807
INDI,0001841925
SHC,0001822479
BFI,0001723580
DBAW,0001503123
BACpQ,0000070858
DIV,0001432353
FSTR,0000352825
GSK,0001131399
HDAW,0001503123
LIQT,0001307579
LCNB,0001074902
RISN,0001644419
AOD,0001379400
COMT,0001524513
MRTX,0001576263
GOTU,0001768259
WAVD,0000803578
CAMP,0000730255
AIRTP,0000353184
VOT,0000036405
ASPA,0001854583
SKIL,0001774675
EOSE,0001805077
UNMA,0000005513
CURV,0001792781
GMOM,0001529390
PFIX,0001810747
GHTA,None
SIX,0000701374
PYT,0001294808
UI,0001511737
CTR,0001547341
VGLT,0001021882
ZION,0000109380
CHMI,0001571776
QIPT,0001540013
IWL,0001100663
VVI,0000884219
REVG,0001687221
IPOS,None
BOSC,0001005516
SPYD,0001064642
ACIU,0001651625
PCCT,0001844149
MBBB,0001137360
MTG,0000876437
MTRN,0001104657
CLMB,0000945983
GLL,0001415311
HLAL,0001776878
VPL,0000857489
MARB,None
SVIIW,0001843477
KVSA,0001841873
CWB,0001064642
RAVI,0001491978
ELMD,0001488917
CIVI,0001509589
HFBL,0001500375
DEW,0001350487
CDRO,0001866782
UCC,0001174610
NVBT,None
KDIV,0001547576
PAYO,0001845815
KMPB,0000860748
SIF,0000090168
TRNO,0001476150
SRV,0001400897
INAQ,0001862463
IVCPW,0001845123
JULJ,None
RNRpF,0000913144
FFIC,0000923139
AUST,0001817740
MSpE,0000895421
FLLV,0001655589
LDEM,0001100663
ASML,0000937966
IBDW,0001100663
MFD,0001276469
CNM,0001856525
BLBD,0001589526
PLAOW,0001849737
NVNO,0001661053
HPP,0001482512
DRTSW,0001871321
CLAYW,0001855467
IQ,0001722608
SEM,0001320414
JPT,0001679033
FLWS,0001084869
MHK,0000851968
VABK,0001572334
KRP,0001657788
SCHX,0001454889
TARS,0001819790
CURI,0001776909
DXC,0001688568
PLXS,0000785786
KALU,0000811596
NIRWW,0001826671
LXU,0000060714
ROCL,0001885998
ALRS,0000903419
PCSA,0001533743
WYNN,0001174922
PSApM,0001393311
EVNT,None
MQ,0001522540
RMD,0000943819
CIGI,0000913353
AMLI,0001699880
IXHL,0001873875
TUNE,None
BDSX,0001439725
BEDU,0001696355
LCG,0001644419
ORCL,0001341439
LGVCU,0001879297
MJUS,None
ASTS,0001780312
BFRI,0001858685
SAFE,0001095651
SDP,0001174610
GOCO,0001808220
FFTY,0001415726
EIGR,0001305253
BACpN,0000070858
DWAW,0001408970
UMMA,0001776878
TWOpC,0001465740
VCIG,0001930510
SEDA.U,0001846975
PBAXW,0001870404
IEZ,0001100663
PNT,0001811764
EIX,0000827052
HYEM,0001137360
SLGpI,0001040971
GOOS,0001690511
AMAM,0001836056
SPHB,0001378872
TRV,0000086312
VINP,0001826286
HERD,0001616668
RDHL,0001553846
CLRG,0001415995
RGA,0000898174
UNM,0000005513
RGTI,0001838359
FLSP,0001655589
RSLS,0001427570
FXO,0001383496
DBRGpJ,0001679688
HYGV,0001491978
MEDS,0001382574
RDI,0000716634
FOF,0001375340
NCLH,0001513761
TCMD,0001027838
NREF,0001786248
IGOV,0001100663
AEL,0001039828
PETZ,0001684425
EPIX,0001633932
KIDS,0001425450
BXP,0001037540
GSFP,None
GUT,0001080720
ITA,0001100663
VANI,0001266806
OKTA,0001660134
AZZ,0000008947
AWIN,0001855631
VST.WS.A,0001692819
THRX,0001745020
WEIX,0001771951
CVS,0000064803
ALB,0000915913
XTLB,0001023549
FDM,0001329377
KSET,0001547576
SMIG,0001539639
BGFV,0001156388
WLDR,0001552947
AAPL,0000320193
LMNL,0001351172
DSTX,0001539639
NEXA,0001713930
FRPH,0000844059
ESMT,0001863105
ERF,0001126874
CXT,0000025445
JAMF,0001721947
CODIpB,0001345126
VZ,0000732712
SEPAW,0001849902
CCV.U,0001812234
BCTXW,0001610820
HCA,0000860730
RAAX,0001137360
SBpC,0001434754
BHAT,0001759136
MOXC,0001864055
NVT,0001720635
BOIL,0001415311
NSTB,0001834518
AZTR,0001701478
BSM,0001621434
HOTH,0001711786
TIL,0001789769
AUUDW,0001554818
MBTCU,0001837344
WEED,0001776878
NPV,0000897421
BLFY,0001846017
PWP,0001777835
CIF,0000833021
ON,0001097864
CULL,0001845799
CGBD,0001544206
SPYI,None
VIIAW,0001826011
FDV,0001849998
OGCP,0001553079
ATHM,0001527636
OC,0001370946
IPDP,0001776878
TRTL.WS,0001847112
WCN,0001318220
WALpA,0001212545
IBDT,0001100663
STXV,None
ETX,0001563696
DEEF,0001503123
BUFD,0001667919
MNRO,0000876427
CATC,0000711772
KTOS,0001069258
BGSF,0001474903
GAME,0001714562
FLLA,0001655589
WAT,0001000697
NN,0001865631
DXR,0000027367
OBK,0001516912
EQHpA,0001333986
HSDT,0001610853
INKT,0001840229
SP,0001059262
SBFMW,0001402328
MKC.V,0000063754
PINC,0001577916
EUSA,0000930667
SLNO,0001484565
SDSI,0001481714
BGXX,0001886799
TECB,0001100663
CPTK.U,0001827899
UTG,0001263994
HXL,0000717605
ALSAW,0001865111
PTH,0001209466
AEE,0001002910
TS,0001190723
VXF,0000102909
ASST,0001920406
MVIS,0000065770
KOD,0001468748
VSACU,0001883983
CPSS,0000889609
BRTX,0001505497
OCSAW,0001953530
DDIV,0001552740
IDEX,0000837852
VCIT,0001021882
CMSD,0000811156
CBT,0000016040
OTTR,0001466593
LFMD,0000948320
DEFI,0001471824
DNOW,0001599617
RELY,0001782170
SGOL,0001450923
PLTNW,0001929231
IBDU,0001100663
LBRDP,0001611983
H,0001468174
AZN,0000901832
ATRC,0001323885
THC,0000070318
RFEU,0001424212
DIHP,0001816125
COYA,0001835022
GXG,0001432353
LWLG,0001325964
ESPR,0001434868
MDVL,0001402479
PERF.WS,0001899830
XTRE,None
NGVC,0001547459
BRW,0000826020
WMK,0000105418
VAXX,0001851657
PSTG,0001474432
WEX,0001309108
OVM,0001776878
MMC,0000062709
BCHP,None
PCQ,0001140411
OPER,0001753220
NRIX,0001549595
CXW,0001070985
IIF,0000916618
TUP,0001008654
ASMB,0001426800
FGD,0001259542
GLST,0001922331
CSML,0001415995
CUTR,0001162461
BYN.WS,0001852633
DKL,0001552797
AFGC,0001042046
WRBY,0001504776
IREN,0001878848
AIT,0000109563
HYMU,0001804196
BRNY,None
TWLVU,0001819498
SCHZ,0001454889
RL,0001037038
CNBS,0001633061
TTP,0001526329
NPAB,0001837929
GCOW,0001616668
ZFOXW,0001823575
TUSK,0001679268
EUFN,0001100663
FATP,0001865045
STXD,None
PRSO,0000890394
DNA,0001830214
IQDY,0001491978
BHFAO,0001685040
DATS,0001648960
RES,0000742278
SZK,0001174610
MEOH,0000886977
GRRRW,0001903145
TLRY,0001731348
ASCA,0001868775
ADTX,0001726711
VFSWW,None
BRSHW,0001913210
GTLB,0001653482
PRVA,0001759655
SGA,0000886136
UBR,0001174610
PWZ,0001378872
JUNW,None
BRLIW,0001787518
NWFL,0001013272
FNV,0001456346
GDTC,0001873093
OPRX,0001448431
CGNX,0000851205
UPAR,None
SPB,0000109177
MLR,0000924822
INTEW,0001850262
LTRPA,0001606745
BIPC,0001788348
DY,0000067215
MCHX,0001224133
SPUU,0001424958
FBY,None
NVR,0000906163
SSFI,None
TCI,0000733590
CCAP,0001633336
NDMO,0001793129
CTAS,0000723254
UP,0001819516
TAP.A,0000024545
CABO,0001632127
RNLX,0001811115
UBND,None
CTRN,0001318484
PB,0001068851
ALLO,0001737287
SAGAR,0001855351
NXTP,0001372183
KOCT,0001415726
JYNT,0001612630
DOW,0001751788
KNDI,0001316517
BHC,0000885590
VLU,0001064642
SRT,0001031029
DCBO,0001829959
APWC,0001026980
BSGM,0001530766
ELS,0000895417
IDAI,0001718939
EQTY,None
PLTM,0001690842
AXSpE,0001214816
XCOR,None
MFA,0001055160
RBT.WS,0001862068
IGR,0001268884
BLCO,0001860742
FEDU,0001709819
HBB,0001709164
MPLN,0001793229
QUS,0001064642
ECNS,0001100663
UHAL,0000004457
RUFF,None
HCMA,0001845368
XOMAP,0000791908
DLNG,0001578453
ACDCW,0001881487
EAI,0000007323
UPS,0001090727
ROCLW,0001885998
SFIG,0001350487
ICOP,None
CCJ,0001009001
EACPW,0001832765
OLPX,0001868726
ONDS,0001646188
HGLB,0001622148
RAYA,0001825875
MTAL,0001950246
BWV,0001782107
OBDC,0001655888
GLOV,None
ECCC,0001604174
HYDW,0001503123
IBMR,0001100663
GXO,0001852244
APTMU,0001845550
PBW,0001209466
DTI,0001884516
NCAC,0001849475
CENN,0001707919
LCAAW,0001841024
PLL,0001728205
ACON,0001635077
EB,0001475115
CING,0001862150
IOT,0001642896
TNP,0001166663
PATK,0000076605
MOBBW,0001898643
ACER,0001069308
LBBBR,0001867287
PPL,0000922224
PNQI,0001209466
FTBD,0001562565
GLDX,None
AGIL,0001790625
BIAF,0001712762
KFS,0001072627
GTE,0001273441
SPXN,0001174610
ISPO,0001820566
DXCM,0001093557
SQSP,0001496963
SEIX,None
FRBK,None
JMBS,0001500604
EMCGR,0001869601
CNGL,0001867443
BCS,0000312069
BUXX,None
FRBA,None
NRSNW,0001875091
LIFE,0001339970
MCRI,0000907242
STEW,0000102426
CCEL,0000862692
PWFL,0001774170
VRCA,0001660334
MGOL,0001902794
TBT,0001174610
KALA,0001479419
USDP,0001610682
RNSC,0001552740
LQDA,0001819576
HOUS,0001398987
BZH,0000915840
UMAY,0001415726
FTAIN,0001590364
HAIAW,0001848861
BFEB,0001415726
SNPE,0001503123
TALK,0001803901
CATH,0001432353
SPMO,0001378872
ALE,0000066756
PORT.WS,0001865200
DHCNL,0001075415
BJDX,0001704287
EAR,0001719395
GROV,0001841761
TNYA,0001858848
DIVL,None
NVCR,0001645113
CLF,0000764065
PFN,0001296250
TAK,0001395064
BXSL,0001736035
BKTI,0000002186
BYM,0001181187
LBBB,0001867287
JIDA,0001485894
LNZAW,0001843724
FCT,0001282850
AMWL,0001393584
HEQ,0001496749
CPSI,0001169445
ESTE,0000010254
M,0000794367
CARE,0001829576
IZEA,0001495231
AVHI,0001844507
IBRX,0001326110
TAXF,0001481714
DRSK,0001753220
HFFG,0001680873
IHT,0000082473
RYJ,0001209466
MRC,0001439095
RFFC,0001414040
ACB,0001683541
CDL,0001547580
MSB,0000065172
ECOR,0001560258
ALCY,0001901336
NVFY,0001473334
EELV,0000914208
HOOK,0001760542
HYB,0000825345
OND,0001174610
AMTX,0000738214
IAC,0001800227
